node1,node2
1,2
2,3
3,4
3,5
5,6
6,7
1,8
8,9
1,10
1,11
11,12
11,13
13,14
14,15
11,16
16,17
17,18
18,19
18,20
11,21
11,22
22,23
23,24
1,25
25,26
26,27
25,28
28,29
29,30
30,31
31,32
32,33
33,34
1,35
35,36
36,37
37,38
37,39
39,40
40,41
37,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
45,50
1,51
51,52
52,53
53,54
1,55
55,56
55,57
57,58
1,59
59,60
59,61
1,62
62,63
1,64
