node1,node2
1,2
1,3
1,4
1,5
1,6
1,7
7,8
1,9
9,10
9,11
1,12
12,13
12,14
1,15
15,16
16,17
17,18
1,19
1,20
1,21
21,22
1,23
1,24
1,25
1,26
26,27
26,28
26,29
26,30
1,31
31,32
32,33
33,34
34,35
31,36
36,37
36,38
38,39
31,40
1,41
1,42
42,43
42,44
42,45
