name,username_type,acount_age,number_of_edits,total_posts,talking_type,status,rights,partition,editors,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,clustering_coifficient,UID,only_edits
Maskingself,registered,2.63668430335097,242,29,1,1,1,1,Maskingself,0.0005910702918977,0.0005795261391553,0.2631343343534486,4.421161801674272e-08,0.7435897435897436,U1890,213.0
Jost Riedel,registered,76.65320414975439,13,1,0,0,1,31,Jost Riedel,4.546694553059925e-05,2.5456853818027564e-24,4.546694553059925e-05,0.0,0.0,U1891,12.0
Kimsaka,registered,119.00788403138554,94249,53,0,1,1,1,Kimsaka,0.0015004092025097,0.0013666551219983,0.2870556374764894,3.947547518491123e-06,0.4981060606060606,U1892,94196.0
F1jmm,registered,85.07300857193052,51,2,1,0,1,211,F1jmm,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1893,49.0
Floscher,registered,107.38878963975988,15708,114,1,1,1,2,Floscher,0.0032281531326725,0.0034479774132118,0.2987595297892657,7.076813311981428e-05,0.5517102615694165,U1894,15594.0
Pessimist2006,registered,122.7754026434492,2945,8,1,1,1,2,Pessimist2006,0.0001818677821223,0.0003363264997795,0.2622981023586813,0.0,1.0,U1895,2937.0
Krauss,registered,93.04561315047155,1162,33,1,1,1,1,Krauss,0.0019550786578157,0.0023686428790569,0.2978834460531985,8.949859449592618e-06,0.6312292358803987,U1896,1129.0
Hugh77777,registered,0.0002156101768003,1,1,1,0,1,212,Hugh77777,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1897,0.0
Вадзім Медзяноўскі,registered,57.24614278337148,2389,9,1,1,1,1,Вадзім Медзяноўскі,9.09338910611985e-05,0.0001673659779234,0.2546439476812908,0.0,1.0,U1898,2380.0
Houmgaor,registered,44.14390211069814,24,1,1,0,1,1,Houmgaor,9.09338910611985e-05,9.376955849819892e-05,0.2483181500130908,0.0,1.0,U1899,23.0
G-only1,registered,0.0001098965451416,1,1,0,1,1,1,G-only1,9.09338910611985e-05,9.376955849819892e-05,0.2483181500130908,0.0,1.0,U1900,0.0
DemonDays64,registered,40.7102123170831,4840,76,1,1,1,1,DemonDays64,0.0036828225879785,0.0045770810792483,0.3084754759811198,6.80890411945389e-06,0.6916666666666667,U1901,4764.0
Aqua (feena),registered,0.0284476143323347,30,7,1,1,1,1,Aqua (feena),0.0002728016731835,0.0002623339170529,0.2682840480819071,0.0001336870841637,0.3333333333333333,U1902,23.0
Dr.Snip3rFR,registered,8.643497508884888,5,1,1,1,1,213,Dr.Snip3rFR,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1903,4.0
Kcoyle,registered,68.03784129722034,503,12,0,0,1,1,Kcoyle,0.0016368100391015,0.0023520644958942,0.2960285838769724,1.0673807820505077e-07,0.9285714285714286,U1904,491.0
Тутовий,registered,17.95959761893354,195,1,1,0,1,214,Тутовий,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1905,194.0
Horgner,registered,122.32153067254404,2566,3,1,1,1,215,Horgner,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1906,2563.0
RobLa,registered,120.0194935176249,1047,25,0,1,1,1,RobLa,0.0005456033463671,0.000726184099269,0.278604116598138,1.965186964536706e-07,0.7727272727272727,U1908,1022.0
Pla y Grande Covián,registered,98.4169094657811,474,7,1,1,1,1683,Pla y Grande Covián,0.0001364008365917,0.0002803543560787,0.2708518861027909,0.0,1.0,U1909,467.0
Collimarco,registered,3.832429443756165,48,1,1,0,1,216,Collimarco,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1910,47.0
Bjanke1989,registered,0.0005247655096727,1,1,1,1,1,1683,Bjanke1989,4.546694553059925e-05,8.31974162521817e-05,0.2539095390646364,0.0,0.0,U1911,0.0
Nan,registered,100.9306336049185,2001,14,1,1,1,6,Nan,0.0090933891061198,0.0030614708764211,0.2862743361533003,9.093221693061269e-06,0.948643216080402,U1912,1987.0
Krg,registered,119.54353728458946,255,10,1,1,1,2,Krg,0.0003637355642447,0.0003494852929679,0.2582571350921659,3.629779690707099e-07,0.5357142857142857,U1913,245.0
Kooma,registered,124.00839320603586,307449,112,1,1,1,5,Kooma,0.0171865054105665,0.0140308408260748,0.3367308367542092,0.0002026367031831,0.582852651818169,U1914,307337.0
Dankos10,registered,65.17682163980857,2097,7,0,1,1,6,Dankos10,0.0003182686187141,0.0002908668859638,0.2617608548414616,5.362389624186084e-07,0.4761904761904761,U1915,2090.0
Konrad Stein,registered,91.3600005475814,108,1,1,0,1,217,Konrad Stein,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1916,107.0
Silraks,registered,120.62940185097725,101885,15,1,1,1,1,Silraks,0.0003637355642447,0.0004753641289469,0.2662645700669079,3.048035524013797e-07,0.6785714285714286,U1917,101870.0
Sarcelles,registered,105.228815254401,54,3,1,1,1,1,Sarcelles,4.546694553059925e-05,9.285167421975963e-05,0.2516995259228413,0.0,0.0,U1918,51.0
Proz,registered,123.37614317124164,322,9,0,1,1,1683,Proz,0.0029098845139583,0.002096302200117,0.2858199652280154,4.681811508895587e-06,0.8809523809523809,U1919,313.0
DavidSB,registered,0.2739671435948567,38,6,0,0,1,1,DavidSB,0.0001818677821223,0.000411708619724,0.2708704046236512,0.0,1.0,U1920,32.0
Ltblood,registered,3.7076942031663895,2,1,1,0,1,5,Ltblood,4.546694553059925e-05,9.005987051445021e-05,0.2458525870152156,0.0,0.0,U1921,1.0
Martin Kraus,registered,99.76915146938146,46,2,1,0,1,218,Martin Kraus,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1922,44.0
Charlestpt,registered,43.27737317596452,1102,2,1,1,1,219,Charlestpt,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1924,1100.0
Grv87,registered,122.00897234942082,17,1,1,1,1,220,Grv87,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1925,16.0
Pierrette13,registered,121.03389262689248,42570,114,0,1,1,1,Pierrette13,0.0024097481131217,0.0028353987489311,0.2952710825319628,7.581761789651098e-05,0.5188679245283019,U1926,42456.0
Pistazienfresser,registered,100.91713077993084,4,1,0,0,1,1683,Pistazienfresser,9.09338910611985e-05,1.0581853064548275e-05,0.2241147159088204,0.0,1.0,U1928,3.0
Albrecht1,registered,86.02097388873298,9,1,1,0,1,221,Albrecht1,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1929,8.0
Adamw,registered,101.30989266644004,11,1,1,0,1,222,Adamw,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1930,10.0
UAwiki,registered,66.15277407019538,8551,620,1,0,1,2,UAwiki,0.0028644175684277,0.0035060378687748,0.2921644939546846,5.884435171362684e-06,0.7572964669738863,U1931,7931.0
MPA Neto,registered,13.522952787075251,17,1,1,0,1,1683,MPA Neto,9.09338910611985e-05,8.898437938996323e-05,0.2544367959855405,0.0,1.0,U1932,16.0
BonifaceFR,registered,114.9082858192388,2258,41,1,1,1,2,BonifaceFR,0.0004092025097753,0.0007075497200584,0.2638645652837637,0.0,1.0,U1933,2217.0
JSoos,registered,96.29982325289212,201,8,2,1,1,1683,JSoos,0.0029098845139583,0.0021972356446441,0.2921429494893829,6.822357283601646e-05,0.8978174603174603,U1934,193.0
Urkiurmo,registered,18.33378774984352,12,1,1,0,1,223,Urkiurmo,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1937,11.0
Lele giannoni,registered,112.46506620791514,439,7,1,1,1,224,Lele giannoni,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1938,432.0
Makkachin,registered,52.99653692790102,39,1,1,0,1,225,Makkachin,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1940,38.0
A3nm,registered,119.68009305841704,2668,38,0,1,1,1,A3nm,0.0020460125488769,0.0024688367267184,0.2908631886367913,1.383680627596674e-06,0.6626262626262627,U1941,2630.0
Onverwacht,registered,122.56917360079645,3873,3,1,1,1,226,Onverwacht,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1942,3870.0
Carlos Luis M C da Cruz,registered,76.01795078307943,757,6,2,0,1,3,Carlos Luis M C da Cruz,0.0007729380740201,0.0008078593852964,0.2787609441335155,1.28868761968468e-06,0.8529411764705882,U1943,751.0
GiantSnowman,registered,112.72565411260253,1402,1,0,1,1,1,GiantSnowman,9.09338910611985e-05,6.7916986995642e-05,0.2458475015322804,0.0,1.0,U1944,1401.0
Pierre.becquart,registered,87.75266128363728,8,1,1,0,1,227,Pierre.becquart,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1945,7.0
Helmut Schönberg,registered,0.0120000182527133,949,1,1,0,1,1,Helmut Schönberg,4.546694553059925e-05,0.0001063072185491,0.2530284342603374,0.0,0.0,U1946,948.0
Hartwin Wolf,registered,11.59607163581578,18,6,0,0,1,1683,Hartwin Wolf,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U1947,12.0
Derpdart56,registered,38.63085370222067,34,3,1,1,1,3,Derpdart56,0.0002273347276529,0.0002632196940633,0.2608760423643312,1.2324051675244456e-06,0.6,U1948,31.0
Cordi-Allemand,registered,109.77775039870772,77,1,1,1,1,1683,Cordi-Allemand,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U1949,76.0
RaymondSutanto,registered,121.3890965135036,17089,11,1,1,1,1683,RaymondSutanto,0.0016368100391015,0.0010105591827902,0.2797385462394748,5.310026796167864e-06,0.6968253968253968,U1950,17078.0
Giantflightlessbirds,registered,108.53825160300651,21281,26,0,1,1,1,Giantflightlessbirds,0.0031372192416113,0.0029382792883234,0.2918990007632332,5.489178635196915e-06,0.5144927536231884,U1951,21255.0
Paracel63,registered,123.20035547159308,7991,52,1,1,1,6,Paracel63,0.0132763480949349,0.0086941219936932,0.3229073712629817,0.0001154239646878,0.3912582968507272,U1952,7939.0
Vincenzo1492,registered,103.76473507327324,359,9,1,1,1,1,Vincenzo1492,0.0060925707011003,0.0062536339413684,0.3104901281140199,1.038021293521777e-06,0.9730669958478284,U1953,350.0
Bodhisattwa,registered,113.5570633057337,1726064,444,1,1,10,0,Bodhisattwa,0.0279167045557879,0.0344324557584424,0.3510737760405437,0.0007445427382778,0.586048216971056,U1954,1725620.0
Bodhisattwa,registered,113.5570633057337,1726064,444,1,1,2,0,Bodhisattwa,0.0279167045557879,0.0344324557584424,0.3510737760405437,0.0007445427382778,0.586048216971056,U1954,1725620.0
Jagwar,registered,122.81292413792056,7952,1,1,1,1,1683,Jagwar,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U1956,7951.0
Davidbuddy9,registered,73.35081334851351,73,3,1,0,1,1,Davidbuddy9,0.0010457397472037,0.002055951084637,0.2880435173786188,0.0,1.0,U1958,70.0
Batmacumba,registered,94.17708060017964,955,2,1,1,1,228,Batmacumba,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1961,953.0
GabrieL,registered,122.58191551579506,736,11,1,1,1,1,GabrieL,9.09338910611985e-05,8.301091219508594e-05,0.2528992172541613,6.68452788062746e-05,0.0,U1962,725.0
Timelezz,registered,118.38791427004736,819,14,1,1,1,5,Timelezz,0.0253705556060743,0.0284218389093603,0.3440014938951249,2.2433906850077023e-05,0.6228193792912621,U1963,805.0
Papuass,registered,121.25401236469226,69542,239,1,1,10,0,Papuass,0.0232790761116668,0.0329881586264424,0.3472985685838515,0.0001468748177669,0.7829776174168297,U1964,69303.0
Betterknower,registered,109.79968939966064,597,16,0,1,1,1,Betterknower,0.0003637355642447,0.0007036633728332,0.2823033090443592,5.6572447367512095e-09,0.9642857142857144,U1965,581.0
Green Zero,registered,105.83221839675772,5264,9,1,1,1,2,Green Zero,0.0002728016731835,0.0005402308724969,0.2720297455786447,0.0,1.0,U1966,5255.0
Sicherlich,registered,119.59393987099897,306,13,0,1,1,1,Sicherlich,0.0041374920432845,0.0032398192649049,0.2991806779961881,3.549326680757042e-07,0.957997557997558,U1967,293.0
Oliv0,registered,54.5630935459166,1662,61,0,0,1,1,Oliv0,0.0081840501955078,0.0079331011249268,0.3210928438221415,2.922284144461519e-05,0.5569211669770329,U1968,1601.0
Psemdel,registered,110.9190937071489,137316,424,0,1,1,1,Psemdel,0.0070473765572428,0.0050145162139207,0.3132396387759683,0.0001176630003953,0.3067448680351906,U1969,136892.0
Yamaha5,registered,122.29377552052556,190444,671,1,1,9,5,Yamaha5,0.0397381103937437,0.035291088434901,0.3559524292924997,0.0004623722252547,0.3545311807832745,U1970,189773.0
Yamaha5,registered,122.29377552052556,190444,671,1,1,10,5,Yamaha5,0.0397381103937437,0.035291088434901,0.3559524292924997,0.0004623722252547,0.3545311807832745,U1970,189773.0
Davius,registered,94.25078961998612,530,4,1,1,1,1683,Davius,9.09338910611985e-05,4.666225616295861e-05,0.2364565417411381,0.0,1.0,U1971,526.0
Guyver,registered,89.25554711367562,104,1,1,1,1,229,Guyver,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1972,103.0
Danneks,registered,115.79473264718342,83302,84,0,1,1,5,Danneks,0.0135491497681185,0.011694276066583,0.3252757769527509,2.83685801632558e-05,0.8246220595213883,U1973,83218.0
DragonflySixtyseven,registered,121.42592174301244,6737,132,1,1,10,1683,DragonflySixtyseven,0.0048649631717741,0.0056834901863012,0.3160382804817339,1.9709036593747567e-05,0.6979368718039146,U1974,6605.0
SuPich,registered,114.18008088994146,217,5,1,1,1,1,SuPich,4.546694553059925e-05,1.4998269406352667e-05,0.229069126222927,0.0,0.0,U1976,212.0
Sicaspi,registered,123.56117130703878,3053,9,0,1,1,10,Sicaspi,0.0001364008365917,6.246535967390045e-07,0.19094920897252,6.684527880627458e-05,0.3333333333333333,U1977,3044.0
Alborz Fallah,registered,92.93789552298968,184,10,0,0,1,10,Alborz Fallah,0.0002273347276529,0.0002362524941642,0.2579320648034152,9.453445036673814e-05,0.5,U1978,174.0
Dorades,registered,116.2330993183372,23147,432,1,1,10,3,Dorades,0.0171865054105665,0.0130460469502657,0.338852505034257,0.000570045829986,0.3715492681009922,U1979,22715.0
Usteinhoff,registered,114.43212196158868,94,1,1,1,1,230,Usteinhoff,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1980,93.0
Goesseln,registered,122.70378584091392,3054,6,1,1,1,1,Goesseln,9.09338910611985e-05,0.0001696066195239,0.2581729866642751,0.0,1.0,U1981,3048.0
Lx 121,registered,119.8091256722132,408,23,0,1,1,2,Lx 121,0.0032281531326725,0.0037859291041172,0.3041962482167482,4.343194571414739e-06,0.6909456740442655,U1982,385.0
ProfessorPine,registered,21.224942637045555,167,8,0,0,1,6,ProfessorPine,0.0001364008365917,7.120852287564522e-05,0.2381098189737867,0.0,1.0,U1983,159.0
Camillu87,registered,81.34804425978783,348890,38,0,1,1,6,Camillu87,0.0084568518686914,0.0056049983632586,0.3055963080858934,0.0001653412352112,0.6594013368206917,U1984,348852.0
Afaz,registered,118.97154972381362,35159,116,0,1,1,0,Afaz,0.023370010002728,0.0325216325786238,0.3481021472652247,0.0002993963541658,0.7637912333796012,U1985,35043.0
Luca.favorido,registered,104.41227213578802,783602,185,0,1,2,1,Luca.favorido,0.0081840501955078,0.005595654305656,0.3103036816374228,7.970002374080076e-05,0.33780260707635,U1988,783417.0
EdoAug,registered,21.744793603640808,7870,46,2,1,1,1,EdoAug,0.0020005456033463,0.001439158841774,0.2848062978140128,2.571360619933096e-05,0.5253699788583509,U1989,7824.0
Cdip150,registered,115.00054225769333,48,1,1,1,1,2,Cdip150,4.546694553059925e-05,1.3096190748881387e-09,0.151083066776114,0.0,0.0,U1990,47.0
Uaauaa,registered,41.39752280258246,121,11,0,0,1,2,Uaauaa,0.0001364008365917,7.219112655675806e-07,0.190164025825225,6.684527880627456e-05,0.3333333333333333,U1991,110.0
Rabanus Flavus,registered,118.396553507449,3132,14,1,1,1,1683,Rabanus Flavus,0.0037737564790397,0.0024803122013735,0.2951537601588499,5.603437710984155e-06,0.6644137525712607,U1994,3118.0
Eichel-Streiber,registered,109.38150414526726,380,1,1,1,1,231,Eichel-Streiber,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U1995,379.0
TweetsFactsAndQueries,registered,78.89601277081513,5139,145,0,1,10,9,TweetsFactsAndQueries,0.0136400836591797,0.0133539613264428,0.3361689043721275,8.883743650302062e-05,0.4568561872909699,U1996,4994.0
JohanahoJ,registered,117.23011880234822,9517,8,0,1,1,10,JohanahoJ,0.0001818677821223,0.0002042159429895,0.2550537911559597,9.226602209274827e-10,0.6666666666666666,U1997,9509.0
Koavf,registered,123.86663883127876,20557,395,0,1,3,0,Koavf,0.0367372919887242,0.039937118782274,0.3591687049069706,0.0006859927458254,0.4317297900793796,U1998,20162.0
JackPier,registered,81.44740746824978,20,1,1,0,1,1683,JackPier,4.546694553059925e-05,8.882284613888786e-05,0.254431349176387,0.0,0.0,U1999,19.0
Oneandmillion,registered,52.9049143909716,14,1,1,0,1,232,Oneandmillion,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2000,13.0
Hartz,registered,102.69973830172192,407,9,1,0,1,2,Hartz,0.0005910702918977,0.0006841842191596,0.266234747862474,7.911501014461858e-08,0.782051282051282,U2001,398.0
PerV,registered,64.53075201939654,6836,28,0,0,1,1,PerV,0.0004546694553059,0.0006531143575795,0.2776798190289371,5.68262039810665e-07,0.8,U2002,6808.0
Cquoi,registered,123.60626083279526,3322,46,1,1,1,1,Cquoi,0.0040920250977539,0.0046265488159723,0.3071283170726282,5.774543547892392e-06,0.6514357053682897,U2003,3276.0
Nlight2,registered,35.23039297331377,7,1,1,0,1,5,Nlight2,4.546694553059925e-05,9.005987051445021e-05,0.2458525870152156,0.0,0.0,U2004,6.0
Abuk SABUK,registered,42.16020900877879,308,1,1,0,1,233,Abuk SABUK,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2005,307.0
4omni,registered,114.49033100535183,2906,6,2,1,1,1,4omni,0.0002273347276529,0.0002375166793509,0.2645929698808203,5.557759035647737e-08,0.7,U2006,2900.0
Jheald,registered,120.21310689321326,510777,3265,0,1,1,1,Jheald,0.0594707647540238,0.0442508735065952,0.3702685944757334,0.0022469576211441,0.2046683466350327,U2007,507512.0
Ricmart 01,registered,35.92971260342254,99,5,1,0,1,2,Ricmart 01,9.09338910611985e-05,0.00017436088915,0.2504847649913921,0.0,1.0,U2009,94.0
Heron,registered,112.78498037453046,30690,15,0,1,1,1,Heron,0.0024552150586523,0.0025210174453755,0.2935572310637134,2.738877499028567e-06,0.6275331935709294,U2010,30675.0
Tëfcí,registered,88.95450435137082,92,1,1,1,1,234,Tëfcí,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2012,91.0
Kirkmar,registered,0.0001486835610739,1,1,1,0,1,235,Kirkmar,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2013,0.0
Sundgauvien38,registered,49.012467744033074,4234,5,1,0,1,236,Sundgauvien38,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2014,4229.0
SebastianHelm,registered,94.26005173123184,64,4,2,0,1,1,SebastianHelm,0.0003182686187141,0.0004187043136613,0.2705620928354709,0.0,1.0,U2015,60.0
Snagle77,registered,2.2786656962307386,14,1,1,0,1,237,Snagle77,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2016,13.0
Postscriptum123,registered,77.50263371443478,956,1,1,0,1,238,Postscriptum123,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2017,955.0
Pmt,registered,94.20844484600414,52090,807,0,1,10,1,Pmt,0.0180503773756479,0.0146757075729869,0.3403468289589808,0.0006076622647798,0.315141337811363,U2018,51283.0
Andrew Gray,registered,123.77371464772644,189626,1466,0,1,10,0,Andrew Gray,0.0505137764844957,0.0429815754663738,0.3675434212844904,0.0017416035007396,0.2662547335814662,U2020,188160.0
Shahriar70,registered,56.0971204063054,60,1,1,0,1,239,Shahriar70,0.0,4.9720417613335086e-27,0.0,0.0,0.0,U2021,59.0
Anna Mayerhof,registered,10.001995249731342,132,3,1,0,1,0,Anna Mayerhof,4.546694553059925e-05,8.98183416746281e-05,0.2458119090417275,0.0,0.0,U2022,129.0
A51303p,registered,96.58252660142844,420,1,1,1,1,2,A51303p,4.546694553059925e-05,6.234654122943576e-05,0.2432710744652973,0.0,0.0,U2023,419.0
Sturm,registered,119.41421757082244,77793,93,1,1,1,1,Sturm,0.0045466945530599,0.0051529127593599,0.3107499049357222,4.1396838825101726e-05,0.5494949494949495,U2024,77700.0
Minus38,registered,0.8635119133178641,13,4,1,0,1,1,Minus38,9.09338910611985e-05,0.0001049084610349,0.2527217592140289,0.0,1.0,U2026,9.0
Rédacteur Tibet,registered,122.39049246581229,9220,37,1,1,1,2,Rédacteur Tibet,0.0005001364008365,0.0006049848321975,0.2685022391071177,1.086351869512669e-07,0.5818181818181818,U2027,9183.0
Arcneon,registered,1.372118067676498,13,1,1,0,1,0,Arcneon,4.546694553059925e-05,8.435533907014619e-05,0.2430770347494951,0.0,0.0,U2028,12.0
Pldx1,registered,99.38352183062548,71,1,1,0,1,1,Pldx1,9.09338910611985e-05,1.4371222620198702e-06,0.196080965025845,0.0,1.0,U2029,70.0
Thibaut120094,registered,109.38395419177364,212269,313,0,1,9,2,Thibaut120094,0.0466036191688642,0.0475711440981673,0.3641872717657903,0.0004965817611655,0.3699447408536585,U2030,211956.0
Thibaut120094,registered,109.38395419177364,212269,313,0,1,10,2,Thibaut120094,0.0466036191688642,0.0475711440981673,0.3641872717657903,0.0004965817611655,0.3699447408536585,U2030,211956.0
Theomanou,registered,114.63952982531391,88,1,1,1,1,1,Theomanou,4.546694553059925e-05,8.301063885326934e-05,0.2528884551273792,0.0,0.0,U2032,87.0
Hugitt,registered,21.852415024112595,488,2,1,1,1,2,Hugitt,4.546694553059925e-05,9.112973951077111e-06,0.2154335154539065,0.0,0.0,U2033,486.0
Borgatya,registered,84.58527743744072,30842,27,0,0,1,9,Borgatya,0.0048649631717741,0.0051857644823873,0.3009381580512626,1.256622454932077e-05,0.8735672720860519,U2034,30815.0
