node1,node2
0,1
0,2
0,3
0,4
4,5
0,6
6,7
7,8
8,9
9,10
10,11
11,12
6,13
6,14
14,15
0,16
0,17
0,18
18,19
0,20
0,21
0,22
22,23
23,24
0,25
0,26
0,27
0,28
28,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
