node1,node2
0,1
0,2
2,3
3,4
4,5
4,6
0,7
0,8
0,9
0,10
10,11
11,12
11,13
13,14
0,15
15,16
16,17
0,18
18,19
19,20
0,21
21,22
0,23
0,24
24,25
25,26
